# t/tauB rate Stress_mPa
3.540000000000000000e+02 6.840179212695372650e-03 2.044855215730509157e-01
3.550000000000000000e+02 6.464632644684635207e-03 5.752205723971429846e-02
3.560000000000000000e+02 6.293395355200601810e-03 -1.234618510500616780e-02
3.570000000000000000e+02 7.237965175827927589e-03 3.516010780070865649e-01
3.580000000000000000e+02 5.734962791015225242e-03 -2.541792312960705069e-01
3.590000000000000000e+02 6.552453757422701565e-03 9.264013049039591940e-02
3.600000000000000000e+02 7.167724759369240549e-03 3.262208569910892142e-01
3.610000000000000000e+02 6.354195135282863886e-03 1.267664927946374198e-02
3.620000000000000000e+02 6.191209167094236486e-03 -5.495172281715453300e-02
3.630000000000000000e+02 6.444535856300562075e-03 4.941864965173659724e-02
3.640000000000000000e+02 6.544457769402089835e-03 8.946221577489556209e-02
3.650000000000000000e+02 6.248932900802458244e-03 -3.079871986808334697e-02
3.660000000000000000e+02 6.137898110891359602e-03 -7.745922521654606541e-02
3.670000000000000000e+02 6.069699242992566621e-03 -1.065389592577316025e-01
3.680000000000000000e+02 1.064231521851076272e-02 1.354901538087795343e+00
3.690000000000000000e+02 7.562415829275873080e-03 4.657269960154633015e-01
3.700000000000000000e+02 6.522864538395168471e-03 8.086079158323453142e-02
3.710000000000000000e+02 6.408508317425688425e-03 3.482820001724539621e-02
3.720000000000000000e+02 6.526394506951289573e-03 8.226886058560566040e-02
3.730000000000000000e+02 6.223008127316625483e-03 -4.161855119069959863e-02
3.740000000000000000e+02 6.481765769453825751e-03 6.441059123807808817e-02
3.750000000000000000e+02 5.735158570306899545e-03 -2.540903853363657428e-01
3.760000000000000000e+02 6.399346449724283188e-03 3.110474047779587456e-02
3.770000000000000000e+02 5.484398419403188098e-03 -3.704478064876360888e-01
3.780000000000000000e+02 7.660738714090287171e-03 4.993467815093571294e-01
3.790000000000000000e+02 6.408279359857441820e-03 3.473521461866338478e-02
3.800000000000000000e+02 6.952017448200654114e-03 2.466945472582102172e-01
3.810000000000000000e+02 6.732050712503844826e-03 1.630152287021622570e-01
3.820000000000000000e+02 6.099223115714869949e-03 -9.391019083980858828e-02
3.830000000000000000e+02 6.359246412296810230e-03 1.474477540700048182e-02
3.840000000000000000e+02 6.327391481834263379e-03 1.674944381102097188e-03
3.860000000000000000e+02 6.591143151390319380e-03 1.079622163894918274e-01
3.890000000000000000e+02 6.572929019142808790e-03 1.007601445164076764e-01
3.920000000000000000e+02 7.271128546788866755e-03 3.634986428975870432e-01
3.950000000000000000e+02 7.860409961036761081e-03 5.663128146794397244e-01
3.980000000000000000e+02 6.761096649876610284e-03 1.742202257650506958e-01
4.010000000000000000e+02 7.110122658040167465e-03 3.052209732907655848e-01
4.040000000000000000e+02 6.608449374557469856e-03 1.147868755559631471e-01
4.070000000000000000e+02 7.018132975151108142e-03 2.713290934762681017e-01
4.100000000000000000e+02 7.198821402263443255e-03 3.374876613979273521e-01
4.130000000000000000e+02 6.857104629381856678e-03 2.109174925772402953e-01
4.160000000000000000e+02 7.154797726512871631e-03 3.215227987014134259e-01
4.190000000000000000e+02 6.470548996064305267e-03 5.990284346465930138e-02
4.220000000000000000e+02 7.804162219850587293e-03 5.476220375944343965e-01
4.250000000000000000e+02 6.334177890385385076e-03 4.464862433397693599e-03
4.280000000000000000e+02 6.354592940080513487e-03 1.283958069175653374e-02
4.310000000000000000e+02 6.419211068981574113e-03 3.917115209419914229e-02
4.340000000000000000e+02 8.483316144915001300e-03 7.647947227056949293e-01
4.370000000000000000e+02 7.611007710715235290e-03 4.823964188131750208e-01
4.400000000000000000e+02 6.848859631624443396e-03 2.077862267223772597e-01
4.430000000000000000e+02 7.346614600569197247e-03 3.903786388599707058e-01
4.460000000000000000e+02 7.645209333112691977e-03 4.940655768025754568e-01
4.490000000000000000e+02 6.086064895974597003e-03 -9.953102080817259611e-02
4.520000000000000000e+02 7.562804156254110573e-03 4.658606355045325498e-01
4.550000000000000000e+02 7.723911257189811086e-03 5.207206003739671685e-01
4.580000000000000000e+02 6.093565718778666367e-03 -9.632538790754539837e-02
4.610000000000000000e+02 6.605624591236101788e-03 1.136741518091086423e-01
4.640000000000000000e+02 7.364493322859387396e-03 3.967046543910960343e-01
4.670000000000000000e+02 7.579717720857291965e-03 4.716746493335892132e-01
4.700000000000000000e+02 6.671026814911706730e-03 1.393158283881642534e-01
4.730000000000000000e+02 6.937853846909054940e-03 2.413867470789340108e-01
4.760000000000000000e+02 7.172332481823541148e-03 3.278933887940871372e-01
4.790000000000000000e+02 7.262734321326921524e-03 3.604922996599951857e-01
4.820000000000000000e+02 6.875777617706764662e-03 2.179951793723340081e-01
4.850000000000000000e+02 6.658180750024478810e-03 1.342992817068237865e-01
4.880000000000000000e+02 6.726091357299114788e-03 1.607103231452801928e-01
4.910000000000000000e+02 6.797163491389169969e-03 1.880668566895970228e-01
4.940000000000000000e+02 7.156628868337636118e-03 3.221888044847256993e-01
4.970000000000000000e+02 5.961740041928721007e-03 -1.532471104722693822e-01
5.000000000000000000e+02 6.913419207565628388e-03 2.322043591605394697e-01
5.030000000000000000e+02 7.219981787433328926e-03 3.451266103794216611e-01
5.060000000000000000e+02 7.137968123594407022e-03 3.153936983229335689e-01
5.090000000000000000e+02 6.512536633018560506e-03 7.673671346729574183e-02
5.120000000000000000e+02 6.985055230669265369e-03 2.590335221645040376e-01
5.150000000000000000e+02 5.457025920873124179e-03 -3.834698885728215489e-01
5.180000000000000000e+02 6.741645869121317552e-03 1.667220728030589516e-01
5.210000000000000000e+02 6.045045337840033485e-03 -1.171317648345367030e-01
5.240000000000000000e+02 6.112628430224996412e-03 -8.819626487405640702e-02
5.270000000000000000e+02 6.034063260340632832e-03 -1.218642436765780407e-01
5.300000000000000000e+02 6.950730634941160863e-03 2.462127616551209597e-01
5.330000000000000000e+02 6.244742121270950921e-03 -3.254471716990321728e-02
5.360000000000000000e+02 6.436796480786647311e-03 4.629124462948943503e-02
5.390000000000000000e+02 6.293592862935928206e-03 -1.226450783250287654e-02
5.420000000000000000e+02 6.616716940741461210e-03 1.180408604879637224e-01
5.450000000000000000e+02 6.400259909031838675e-03 3.147621714079928273e-02
5.480000000000000000e+02 7.056451612903225611e-03 2.855005501006450674e-01
5.510000000000000000e+02 6.907787552948843265e-03 2.300834160716361820e-01
5.540000000000000000e+02 6.406504065040650314e-03 3.401411019451979628e-02
5.570000000000000000e+02 7.168925964546402421e-03 3.266569794323792020e-01
5.600000000000000000e+02 6.123778501628664682e-03 -8.345315920239149143e-02
5.630000000000000000e+02 6.371507923541904622e-03 1.975813597018773529e-02
5.660000000000000000e+02 6.811589479516344872e-03 1.935846616513832164e-01
5.690000000000000000e+02 7.054157727065860778e-03 2.846543657708066610e-01
5.720000000000000000e+02 6.155839948161347802e-03 -6.986257361336073446e-02
5.750000000000000000e+02 6.853764698239459344e-03 2.096495152934078343e-01
5.780000000000000000e+02 6.097956535841712877e-03 -9.445071126101423076e-02
5.810000000000000000e+02 7.280139778683750867e-03 3.667221031195780356e-01
5.840000000000000000e+02 6.488450558006748220e-03 6.709333649948874545e-02
5.870000000000000000e+02 7.099095594670815773e-03 3.011814630310428176e-01
5.900000000000000000e+02 6.398862424457874183e-03 3.090788034122108480e-02
5.930000000000000000e+02 6.661492691760444694e-03 1.355935611774786997e-01
5.960000000000000000e+02 6.665372419594900628e-03 1.371089085974979971e-01
5.990000000000000000e+02 6.062177845495509733e-03 -1.097660378192601427e-01
6.020000000000000000e+02 7.215193969003785152e-03 3.434001581936583225e-01
6.050000000000000000e+02 7.039297361878006642e-03 2.791658981014059626e-01
6.080000000000000000e+02 6.402379874539222866e-03 3.233813963616979231e-02
6.110000000000000000e+02 7.139857202855943302e-03 3.160823935312627175e-01
6.140000000000000000e+02 6.716393813168007078e-03 1.569552256526625944e-01
6.170000000000000000e+02 6.725732393455344585e-03 1.605714211508432188e-01
6.200000000000000000e+02 7.043391166682821600e-03 2.806790429814466359e-01
6.230000000000000000e+02 6.357504760060670584e-03 1.403188263097970845e-02
6.260000000000000000e+02 6.981308110542740197e-03 2.576369826341889380e-01
6.290000000000000000e+02 6.315043335373908551e-03 -3.409109328717599158e-03
6.320000000000000000e+02 6.504379185986604826e-03 7.347470438331571430e-02
6.350000000000000000e+02 7.673211464680658629e-03 5.035807461725040346e-01
6.380000000000000000e+02 5.842101865599380085e-03 -2.060065551071884327e-01
6.410000000000000000e+02 6.367173682348779319e-03 1.798709930511641769e-02
6.440000000000000000e+02 7.008744855967078378e-03 2.678452664188235022e-01
6.470000000000000000e+02 7.066910796312357232e-03 2.893553221187624702e-01
6.500000000000000000e+02 6.971215625803135231e-03 2.538718147107518197e-01
6.530000000000000000e+02 6.765639529291050600e-03 1.759683695426225991e-01
6.560000000000000000e+02 6.957804283698858401e-03 2.488600490173015489e-01
6.590000000000000000e+02 6.245796098779667245e-03 -3.210549006294877161e-02
6.620000000000000000e+02 6.657704372319313800e-03 1.341130642756379054e-01
6.650000000000000000e+02 6.663249615581752668e-03 1.362798912966120823e-01
6.680000000000000000e+02 7.069181581568715830e-03 2.901914748986715864e-01
6.710000000000000000e+02 6.669017922985668104e-03 1.385319688748310740e-01
6.740000000000000000e+02 6.270796007166624421e-03 -2.170887802217615764e-02
6.770000000000000000e+02 6.646853928993704322e-03 1.298679824953329065e-01
6.800000000000000000e+02 6.313775510204081877e-03 -3.931668627642313264e-03
6.830000000000000000e+02 7.130523757754044997e-03 3.126779556431174556e-01
6.860000000000000000e+02 7.044734061289185945e-03 2.811752097466100331e-01
6.890000000000000000e+02 6.058469034491601769e-03 -1.113587887246023506e-01
6.920000000000000000e+02 7.484260567904407052e-03 4.386898723352692930e-01
6.950000000000000000e+02 5.813206577595066843e-03 -2.189111117791319450e-01
6.980000000000000000e+02 6.831822244924019849e-03 2.013038479437085915e-01
7.010000000000000000e+02 7.376050285421075978e-03 4.007856792337336493e-01
7.040000000000000000e+02 6.190262364487779563e-03 -5.534976227430017659e-02
7.070000000000000000e+02 7.442815437425812780e-03 4.242375105038185823e-01
7.100000000000000000e+02 6.425702811244980196e-03 4.180183832811202455e-02
7.130000000000000000e+02 6.432617531283003551e-03 4.460100877822686244e-02
7.160000000000000000e+02 7.099002302379125301e-03 3.011472607919856159e-01
7.190000000000000000e+02 6.947557149260421769e-03 2.450242205847670829e-01
7.220000000000000000e+02 6.222535843730955286e-03 -4.181607884733068436e-02
7.250000000000000000e+02 6.959143095375537429e-03 2.493607915143456755e-01
7.280000000000000000e+02 5.829596412556053812e-03 -2.115836044488348111e-01
7.310000000000000000e+02 6.051679421088021135e-03 -1.142771198555845857e-01
7.340000000000000000e+02 5.419619664560818353e-03 -4.013714092020322921e-01
7.370000000000000000e+02 7.500240392320266583e-03 4.442408416525342463e-01
7.400000000000000000e+02 6.066441983630235964e-03 -1.079360051504960061e-01
7.430000000000000000e+02 5.992053319661625084e-03 -1.400473202764730973e-01
7.460000000000000000e+02 6.676295939656556183e-03 1.413706933347605998e-01
7.490000000000000000e+02 7.118578849483742435e-03 3.083144619768542483e-01
7.520000000000000000e+02 6.968305449407533048e-03 2.527851128508785128e-01
7.550000000000000000e+02 6.678439556911221556e-03 1.422062018877974232e-01
7.580000000000000000e+02 6.001091107474086118e-03 -1.361247737609992403e-01
7.610000000000000000e+02 7.191242094449259645e-03 3.347460504979040685e-01
7.640000000000000000e+02 6.051047668093598175e-03 -1.145488282225461674e-01
7.670000000000000000e+02 6.871748763727441971e-03 2.164697365951490649e-01
7.700000000000000000e+02 6.288299271712278343e-03 -1.445450429147736651e-02
7.730000000000000000e+02 6.279233677196130285e-03 -1.820929103562228882e-02
7.760000000000000000e+02 7.246609164074774810e-03 3.547074068214861042e-01
7.790000000000000000e+02 6.600237095895677801e-03 1.115506182421287379e-01
7.820000000000000000e+02 6.913991229474088576e-03 2.324196922402405885e-01
7.850000000000000000e+02 6.415396952686447385e-03 3.762429470186418046e-02
7.880000000000000000e+02 6.771284618593755023e-03 1.781390194769207624e-01
7.910000000000000000e+02 6.271598617688467839e-03 -2.137578669000644860e-02
7.940000000000000000e+02 6.463379515566505286e-03 5.701750862982481183e-02
7.970000000000000000e+02 6.522364676919141513e-03 8.066134027186387667e-02
8.000000000000000000e+02 6.187087260370584436e-03 -5.668503280720400134e-02
8.030000000000000000e+02 6.424051649375261096e-03 4.113298057240278444e-02
8.060000000000000000e+02 6.268887031440879311e-03 -2.250129321440255334e-02
8.090000000000000000e+02 6.924538632484138027e-03 2.363869883127833749e-01
8.120000000000000000e+02 6.309148264984226935e-03 -5.839770326621194704e-03
8.150000000000000000e+02 6.713133973597147815e-03 1.556917280078662369e-01
8.180000000000000000e+02 6.905855523078405916e-03 2.293553939898842209e-01
8.210000000000000000e+02 6.724149025159256200e-03 1.599586441814313253e-01
8.240000000000000000e+02 7.050869285254346593e-03 2.834408227130012503e-01
8.270000000000000000e+02 5.860003863738811290e-03 -1.980435540790581594e-01
8.300000000000000000e+02 6.773893222896401438e-03 1.791414688375503050e-01
8.330000000000000000e+02 6.360062641823004993e-03 1.507880713829288372e-02
8.360000000000000000e+02 6.834658746127558575e-03 2.023841997933286674e-01
8.390000000000000000e+02 7.788062559846792299e-03 5.422474182000247556e-01
8.420000000000000000e+02 6.397543343356151130e-03 3.037131521812531237e-02
8.450000000000000000e+02 6.069511883465371696e-03 -1.066192978578634765e-01
8.480000000000000000e+02 6.323656223052601111e-03 1.380884492752265831e-04
8.510000000000000000e+02 5.486093391171216992e-03 -3.696435856571585465e-01
8.540000000000000000e+02 6.505309480531904984e-03 7.384691822092655233e-02
8.570000000000000000e+02 6.825067772285121903e-03 1.987294326113120679e-01
8.600000000000000000e+02 6.329316242048396712e-03 2.466524408974672591e-03
8.630000000000000000e+02 6.217120994739359051e-03 -4.408185457474303459e-02
8.660000000000000000e+02 6.529494203083195496e-03 8.350467038055453539e-02
8.690000000000000000e+02 6.187013649700217124e-03 -5.671599744915232361e-02
8.720000000000000000e+02 7.167659520244656218e-03 3.261971684819657269e-01
8.750000000000000000e+02 6.598450798508176743e-03 1.108461491406601829e-01
8.780000000000000000e+02 7.820480081716036161e-03 5.530581980820086230e-01
8.810000000000000000e+02 6.471662448338833494e-03 6.035066199464851622e-02
8.840000000000000000e+02 6.079027355623100280e-03 -1.025422546513898581e-01
8.870000000000000000e+02 7.158836689038031512e-03 3.229915858282305652e-01
8.900000000000000000e+02 6.963386066809998734e-03 2.509471119832749064e-01
8.930000000000000000e+02 6.610827637110490776e-03 1.157233394597629861e-01
8.960000000000000000e+02 6.797050336646360755e-03 1.880235297904649383e-01
8.990000000000000000e+02 7.235241388141887449e-03 3.506214810220004696e-01
9.020000000000000000e+02 6.001861539942869757e-03 -1.357906668738806111e-01
9.050000000000000000e+02 5.709153890563859433e-03 -2.659181178255072275e-01
9.080000000000000000e+02 5.806306739806883950e-03 -2.220020472385943744e-01
9.110000000000000000e+02 7.220100760517280357e-03 3.451694966208745941e-01
9.140000000000000000e+02 7.025986525505293484e-03 2.742398809996318132e-01
9.170000000000000000e+02 6.403483495021291931e-03 3.278672988834864521e-02
9.200000000000000000e+02 6.582310838445807645e-03 1.044723098417682655e-01
9.230000000000000000e+02 7.200921717979901111e-03 3.382468833968759192e-01
9.260000000000000000e+02 5.931198102016607340e-03 -1.666145231587020936e-01
9.290000000000000000e+02 6.626544593123759146e-03 1.219035860486727407e-01
9.320000000000000000e+02 6.663676555391810988e-03 1.364466450445697698e-01
9.350000000000000000e+02 7.299971184324272576e-03 3.738020806519563033e-01
9.380000000000000000e+02 6.607434968085447446e-03 1.143873406519685387e-01
9.410000000000000000e+02 5.841009018261176730e-03 -2.064934552977519266e-01
9.440000000000000000e+02 6.248397846705972848e-03 -3.102157332381464544e-02
9.470000000000000000e+02 7.251724691159954980e-03 3.565439927537393250e-01
9.500000000000000000e+02 6.274131274131273736e-03 -2.032498854543274974e-02
9.530000000000000000e+02 6.431902235086026792e-03 4.431158695110281459e-02
9.560000000000000000e+02 6.297391080837938179e-03 -1.069429268539841098e-02
9.590000000000000000e+02 6.368607269218398530e-03 1.857301803152143146e-02
9.620000000000000000e+02 6.199010727821674047e-03 -5.167423202880772060e-02
9.650000000000000000e+02 6.763254054747099009e-03 1.750505623575417113e-01
9.680000000000000000e+02 6.087987439520651210e-03 -9.870900538209229080e-02
9.710000000000000000e+02 6.763904471870491736e-03 1.753008413108563257e-01
9.740000000000000000e+02 7.152479312335621557e-03 3.206793222077510275e-01
9.770000000000000000e+02 6.461152721077501916e-03 5.612069076477906038e-02
9.800000000000000000e+02 6.957642132388468237e-03 2.487993946240898147e-01
9.830000000000000000e+02 6.019054976181280152e-03 -1.283456730718684768e-01
9.860000000000000000e+02 7.405022537025112567e-03 4.109883950627653548e-01
9.890000000000000000e+02 6.603955930674570290e-03 1.130166182542584746e-01
9.920000000000000000e+02 7.078051605430795909e-03 2.934550399676934540e-01
9.950000000000000000e+02 6.143849716932578246e-03 -7.493683091350873682e-02
9.980000000000000000e+02 6.321599332541795978e-03 -7.085978081400683658e-04
1.001000000000000000e+03 6.012088477366255533e-03 -1.313596967096579138e-01
1.004000000000000000e+03 6.396040240413974724e-03 2.975976030569103814e-02
1.007000000000000000e+03 6.194235830284357085e-03 -5.367971016337724777e-02
1.010000000000000000e+03 6.703874775468308782e-03 1.520995596231546620e-01
1.013000000000000000e+03 5.878196068354104957e-03 -1.899763485732721691e-01
1.016000000000000000e+03 6.892130149062349921e-03 2.241775664104693200e-01
1.019000000000000000e+03 7.291532827958371009e-03 3.707918706463911307e-01
1.022000000000000000e+03 6.465309273376435018e-03 5.779444825541138475e-02
1.025000000000000000e+03 5.907660694792268331e-03 -1.769632826930971070e-01
1.028000000000000000e+03 6.200205602672834680e-03 -5.117262094113022436e-02
1.031000000000000000e+03 6.671178574881562323e-03 1.393750347742344353e-01
1.034000000000000000e+03 6.692406692406692448e-03 1.476435551816473457e-01
1.037000000000000000e+03 6.904968365610045754e-03 2.290210295609216018e-01
1.040000000000000000e+03 6.961822264998395945e-03 2.503625656300081936e-01
1.043000000000000000e+03 6.609130867207802483e-03 1.150552543297387736e-01
1.046000000000000000e+03 6.721121687676871216e-03 1.587866370952991935e-01
1.049000000000000000e+03 6.208982112984171541e-03 -4.749118262087726611e-02
1.052000000000000000e+03 7.046558769587180950e-03 2.818492433561439192e-01
1.055000000000000000e+03 6.474055464296067132e-03 6.131284659783916430e-02
1.058000000000000000e+03 6.329317269076305610e-03 2.466946721888573033e-03
1.061000000000000000e+03 5.847389558232931814e-03 -2.036519962109294424e-01
1.064000000000000000e+03 6.294155427103403921e-03 -1.203187931145252923e-02
1.067000000000000000e+03 6.674582036389307450e-03 1.407024795577704324e-01
1.070000000000000000e+03 6.156213928434013487e-03 -6.970446441752249644e-02
1.073000000000000000e+03 6.236538399717105573e-03 -3.596601413950680642e-02
1.076000000000000000e+03 6.106183314050649472e-03 -9.094188695971756886e-02
1.079000000000000000e+03 5.938432895708278814e-03 -1.634418310368887794e-01
1.082000000000000000e+03 6.166099299890808773e-03 -6.552866350187537547e-02
1.085000000000000000e+03 7.117093906994718597e-03 3.077714985433347428e-01
1.088000000000000000e+03 6.552614590058102213e-03 9.270401180297899169e-02
1.091000000000000000e+03 6.812384980466858198e-03 1.938885932298651249e-01
1.094000000000000000e+03 6.756101503151769848e-03 1.722966888207520808e-01
1.097000000000000000e+03 6.845334194381659867e-03 2.064461937944664371e-01
1.100000000000000000e+03 6.892534705368410890e-03 2.243303306514969619e-01
1.103000000000000000e+03 5.637636080870917291e-03 -2.987265806801027712e-01
1.106000000000000000e+03 6.916612798965739856e-03 2.334063332772207400e-01
1.109000000000000000e+03 7.626187552510825703e-03 4.875820461009305329e-01
1.112000000000000000e+03 7.191215056201612742e-03 3.347362649669355927e-01
1.115000000000000000e+03 5.926357718838045664e-03 -1.687393499436854183e-01
1.118000000000000000e+03 7.132253275672884550e-03 3.133091453645732716e-01
1.121000000000000000e+03 6.791500921703696667e-03 1.858977757684536214e-01
1.124000000000000000e+03 6.505907104709499761e-03 7.408600149589283923e-02
1.127000000000000000e+03 5.830526043016325682e-03 -2.111686062824243149e-01
1.130000000000000000e+03 6.828699957927441069e-03 2.001141287463733265e-01
1.133000000000000000e+03 7.116516788510060011e-03 3.075604468482088794e-01
1.136000000000000000e+03 6.150857882809970985e-03 -7.196977891052956655e-02
1.139000000000000000e+03 6.637956157109089171e-03 1.263816811375527704e-01
1.142000000000000000e+03 6.614785992217898751e-03 1.172812333617777453e-01
1.145000000000000000e+03 6.753027499107172246e-03 1.711122407191412176e-01
1.148000000000000000e+03 7.146569646569646966e-03 3.185280531351417643e-01
1.151000000000000000e+03 6.207950076380537585e-03 -4.792381571291377124e-02
1.154000000000000000e+03 6.698969139214984957e-03 1.501943737826763048e-01
1.157000000000000000e+03 6.087635913796470878e-03 -9.885928664975295044e-02
1.160000000000000000e+03 7.732463295269167806e-03 5.236006566897325465e-01
1.163000000000000000e+03 6.659050106087808368e-03 1.346390811811924160e-01
1.166000000000000000e+03 6.230325288562434463e-03 -3.856013909346810153e-02
1.169000000000000000e+03 5.438521770468171881e-03 -3.923100347085628492e-01
1.172000000000000000e+03 6.810517009921089431e-03 1.931748543784987393e-01
1.175000000000000000e+03 6.507946889920858055e-03 7.490186490427601373e-02
1.178000000000000000e+03 7.056056448451587283e-03 2.853547987428179944e-01
1.181000000000000000e+03 7.764583061464178614e-03 5.343892049359509899e-01
1.184000000000000000e+03 6.140178979685152923e-03 -7.649226435621572784e-02
1.187000000000000000e+03 6.033526841041027614e-03 -1.220956220629301481e-01
1.190000000000000000e+03 7.393655136473193702e-03 4.069900775343194832e-01
1.193000000000000000e+03 5.749003723786502880e-03 -2.478150403432291538e-01
1.196000000000000000e+03 6.286631086081006028e-03 -1.514502663082013638e-02
1.199000000000000000e+03 5.916192717526312476e-03 -1.732072273256111683e-01
1.202000000000000000e+03 6.817366343738787485e-03 1.957909818725044326e-01
1.205000000000000000e+03 6.296284213616937589e-03 -1.115178307870513461e-02
1.208000000000000000e+03 7.467553642470488307e-03 4.328736397374093325e-01
1.211000000000000000e+03 6.042000065318920039e-03 -1.184431943759616385e-01
1.214000000000000000e+03 6.213008076910499569e-03 -4.580417262657041771e-02
1.217000000000000000e+03 6.341734497074302639e-03 7.567896789606495811e-03
1.220000000000000000e+03 6.242238054774821611e-03 -3.358854142465324266e-02
1.223000000000000000e+03 6.274099732043657458e-03 -2.033807273632237331e-02
1.226000000000000000e+03 6.276355790918898038e-03 -1.940238726143787840e-02
1.229000000000000000e+03 5.818514644351464003e-03 -2.165357412476265342e-01
1.232000000000000000e+03 6.661877081836587930e-03 1.357437359658729970e-01
1.235000000000000000e+03 6.513272019114326079e-03 7.703057968519760879e-02
1.238000000000000000e+03 5.541528674951634939e-03 -3.434770033046162241e-01
1.241000000000000000e+03 6.738853086460139773e-03 1.656436970317917978e-01
1.244000000000000000e+03 5.916579497907950048e-03 -1.730370832324339692e-01
1.247000000000000000e+03 7.291155795324505591e-03 3.706572907212293266e-01
1.250000000000000000e+03 6.351908846833868513e-03 1.174004192260309429e-02
1.253000000000000000e+03 6.619261395287872295e-03 1.190414998849590594e-01
1.256000000000000000e+03 6.557807069316020504e-03 9.476557701142927781e-02
1.259000000000000000e+03 6.249386513104080061e-03 -3.060980238650403903e-02
1.262000000000000000e+03 6.280461875633770556e-03 -1.770027862331417096e-02
1.265000000000000000e+03 6.616226130817857640e-03 1.178477989177280083e-01
1.268000000000000000e+03 6.295907660020986542e-03 -1.130743855683841864e-02
1.271000000000000000e+03 6.676703541271191908e-03 1.415295831305057317e-01
1.274000000000000000e+03 5.695581014729950674e-03 -2.721128969949932475e-01
1.277000000000000000e+03 6.670808672051273432e-03 1.392307215677858478e-01
1.280000000000000000e+03 6.872852233676975814e-03 2.168876317325069414e-01
1.283000000000000000e+03 6.246320884295899177e-03 -3.188682231056850364e-02
1.286000000000000000e+03 6.226241971424826410e-03 -4.026643242171843579e-02
1.289000000000000000e+03 6.147607991890389513e-03 -7.334526688285442075e-02
1.292000000000000000e+03 6.135770234986945293e-03 -7.836164968089381899e-02
1.295000000000000000e+03 6.325811921220816404e-03 1.025151795126574578e-03
1.298000000000000000e+03 6.213820845733721010e-03 -4.546372864552855608e-02
1.301000000000000000e+03 6.289102165154443480e-03 -1.412222296793329973e-02
1.304000000000000000e+03 6.433401168515722260e-03 4.491804568902826172e-02
1.307000000000000000e+03 6.619478306462183576e-03 1.191267851935816496e-01
1.310000000000000000e+03 5.745428280639548399e-03 -2.494341688465127049e-01
1.313000000000000000e+03 6.235641614702986529e-03 -3.634028405191501443e-02
1.316000000000000000e+03 6.755648837438100150e-03 1.721223055046587069e-01
1.319000000000000000e+03 5.845264678838828221e-03 -2.045979286638194006e-01
1.322000000000000000e+03 6.948313722919602885e-03 2.453076235503914571e-01
1.325000000000000000e+03 5.470387840670859481e-03 -3.771050025307254305e-01
1.328000000000000000e+03 6.971720345640220265e-03 2.540602382184675156e-01
1.331000000000000000e+03 6.731021801943787644e-03 1.626174217364820540e-01
1.334000000000000000e+03 5.937930581982809285e-03 -1.636619870276383448e-01
1.337000000000000000e+03 5.692040956524584139e-03 -2.737310378310582881e-01
1.340000000000000000e+03 6.414242235821578965e-03 3.715580504164910092e-02
1.343000000000000000e+03 6.153644725213577339e-03 -7.079085086903062762e-02
1.346000000000000000e+03 5.991749066858752248e-03 -1.401794738441439481e-01
1.349000000000000000e+03 5.958617077003666718e-03 -1.546108040430855535e-01
1.352000000000000000e+03 6.214633827233179315e-03 -4.512324012561733794e-02
1.355000000000000000e+03 6.823153014919525888e-03 1.979991740533118549e-01
1.358000000000000000e+03 6.758962972637627860e-03 1.733987607651577556e-01
1.361000000000000000e+03 5.924519655657752536e-03 -1.695466758291898357e-01
1.364000000000000000e+03 6.684579592371715437e-03 1.445978939500281724e-01
1.367000000000000000e+03 5.337087849120854266e-03 -4.413097026652766930e-01
1.370000000000000000e+03 6.894287590282337577e-03 2.249921327971511065e-01
1.373000000000000000e+03 7.872459567179419804e-03 5.702994263931135954e-01
1.376000000000000000e+03 5.899413354426208053e-03 -1.805991719332073198e-01
1.379000000000000000e+03 5.945928188955684930e-03 -1.601589753557247087e-01
1.382000000000000000e+03 6.275463267183598384e-03 -1.977251535311754307e-02
1.385000000000000000e+03 6.615323854660347912e-03 1.174928484904785853e-01
1.388000000000000000e+03 6.525393006624262762e-03 8.186944956430820819e-02
1.391000000000000000e+03 6.912214871136565519e-03 2.317509380784616435e-01
1.394000000000000000e+03 5.667776056941378066e-03 -2.848495523161957976e-01
1.397000000000000000e+03 6.374030753055591990e-03 2.078844772927210607e-02
1.400000000000000000e+03 6.840980101956915110e-03 2.047902328407041894e-01
1.403000000000000000e+03 6.687971534938885743e-03 1.459181956286424997e-01
1.406000000000000000e+03 6.658974781605406061e-03 1.346096413526076674e-01
1.409000000000000000e+03 6.881338074542341782e-03 2.200990646322152078e-01
1.412000000000000000e+03 6.292416156025565192e-03 -1.275116061357249239e-02
1.415000000000000000e+03 6.767016570938139478e-03 1.764980366139869139e-01
1.418000000000000000e+03 6.301342746857576359e-03 -9.061645706544255510e-03
1.421000000000000000e+03 6.465232880327219551e-03 5.776369606509200449e-02
1.424000000000000000e+03 6.360610354941832051e-03 1.530292785260430229e-02
1.427000000000000000e+03 6.161246746400447956e-03 -6.757765289114589513e-02
1.430000000000000000e+03 6.848413011984722486e-03 2.076165029564384923e-01
1.433000000000000000e+03 6.433944833047379810e-03 4.513797391186095964e-02
1.436000000000000000e+03 6.346268262047993942e-03 9.427861481654885301e-03
1.439000000000000000e+03 6.035022919895789012e-03 -1.214503567130326284e-01
1.442000000000000000e+03 7.160770855332629706e-03 3.236946608047793217e-01
